knowledge_id,資料層級,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K01366,Career Knowledge,實習／就業,FAQ化知識,學生問「校園徵才活動要去哪裡看？」時，可引導至東吳人就業實習平台與生涯發展中心公告，查詢全職、工讀/兼職及實習職缺。,學生,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,FAQ化知識,"就業,實習,職缺",高,
K01367,Career Knowledge,企業實習,實習方式,課程實習可取得正式課程學分，並有輔導老師協助與三方簽約保障。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習方式",高,
K01368,Career Knowledge,企業實習,實習方式,自行與企業洽談實習較彈性，但不計入選修學分，學校不介入合約安排。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習方式",高,
K01369,Career Knowledge,企業實習,實習規定,企業實習每學期時數上限為160小時，完成後最多取得2學分。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習規定",高,
K01370,Career Knowledge,企業實習,實習規定,實習期間安排於大四上或大四下學期。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習規定",高,
K01371,Career Knowledge,企業實習,實習規定,實習前學生、企業與學校需三方簽署正式合約。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習規定",高,
K01372,Career Knowledge,企業實習,實習成績,實習單位評分占40%，期中/期末實習週誌占20%，實習影片占20%，實習成果報告占20%。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習成績",高,
K01373,Career Knowledge,企業實習,實習繳交,實習需繳交七項資料，任一項未繳交，本次實習成績視為作廢。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習繳交",高,
K01374,Career Knowledge,企業實習,實習倫理,實習時應準時出勤、保密、工作專注、尊重同事、依指示行事，並拒絕違法行為。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習倫理",高,
K01375,Career Knowledge,企業實習,實習危機,遇到工作內容與原先不同、被要求不合理工作、職場霸凌或違法行為時，原則是先聯絡輔導老師，不要自行決定。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習危機",高,
K01376,Career Knowledge,企業實習,實習請假,生病、考試或課程活動與實習衝突時，應提前告知、取得同意並回報輔導老師。,大四學生,資料科學系校外實習行前說明會,01-資科系_實習行前說明__2 (1150407)(2).pdf,實習PDF,"實習,實習請假",高,
K01377,Campus Life Knowledge,學生會／系學會,系學會,資料科學系系學會可作為學生了解系上活動、幹部招募與學生活動資訊的管道。,資料科學系學生,系學會Instagram／學生組織頁,https://www.instagram.com/scu_ds_5th/；https://bigdata.scu.edu.tw/for-students/,學生組織,"系學會,系學會",中,Instagram內容可能更新，建議以最新貼文為準
K01378,Campus Life Knowledge,學生會／系學會,系學會,學生若想知道系學會活動、迎新、系上活動或幹部招募，可優先查看系學會Instagram或系上學生組織頁面。,資料科學系學生,系學會Instagram／學生組織頁,https://www.instagram.com/scu_ds_5th/；https://bigdata.scu.edu.tw/for-students/,學生組織,"系學會,系學會",中,Instagram內容可能更新，建議以最新貼文為準
K01379,Campus Life Knowledge,學生會／系學會,系學會,系學會資訊具有即時性，活動日期、報名方式與幹部資訊應以系學會最新貼文或公告為準。,資料科學系學生,系學會Instagram／學生組織頁,https://www.instagram.com/scu_ds_5th/；https://bigdata.scu.edu.tw/for-students/,學生組織,"系學會,系學會",中,Instagram內容可能更新，建議以最新貼文為準
K01380,Campus Life Knowledge,學生會／系學會,學生組織,資料科學系網站設有學生組織資訊入口，可作為查詢學生自治或系上活動的來源。,資料科學系學生,系學會Instagram／學生組織頁,https://www.instagram.com/scu_ds_5th/；https://bigdata.scu.edu.tw/for-students/,學生組織,"系學會,學生組織",中,Instagram內容可能更新，建議以最新貼文為準
K01381,Campus Gap Fill Knowledge,行政程序,休學,學生詢問休學時，應引導至教務處或註冊課務組最新表單，並提醒確認申請期限、家長同意或相關證明要求。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"行政程序,休學,缺口補強",中,
K01382,Campus Gap Fill Knowledge,行政程序,復學,學生詢問復學時，應引導至教務處或註冊課務組最新表單，並提醒確認復學時程與應補資料。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"行政程序,復學,缺口補強",中,
K01383,Campus Gap Fill Knowledge,行政程序,成績複查,學生詢問成績複查時，應引導至教務處相關表單與期限，避免錯過申請時間。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"行政程序,成績複查,缺口補強",中,
K01384,Campus Gap Fill Knowledge,行政程序,成績單,學生詢問成績單申請時，應引導至教務處或註冊課務組相關流程，確認線上或臨櫃申請方式。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"行政程序,成績單,缺口補強",中,
K01385,Campus Gap Fill Knowledge,行政程序,在學證明,學生詢問在學證明時，應引導至教務處或校務系統相關申請頁面。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"行政程序,在學證明,缺口補強",中,
K01386,Campus Gap Fill Knowledge,設備空間,電腦教室,學生詢問電腦教室使用時，應引導至電算中心公告，確認開放時間、課程佔用與借用規定。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"設備空間,電腦教室,缺口補強",中,
K01387,Campus Gap Fill Knowledge,設備空間,影印,學生詢問影印服務時，可提供校區影印店位置與營業時間，並提醒以現場公告為準。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"設備空間,影印,缺口補強",中,
K01388,Campus Gap Fill Knowledge,設備空間,軟體授權,學生詢問Office、M365或軟體授權時，應引導至電算中心相關頁面查詢帳號與授權方式。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"設備空間,軟體授權,缺口補強",中,
K01389,Campus Gap Fill Knowledge,宿舍,住宿申請,學生詢問住宿申請時，應引導至宿舍服務組最新公告，確認申請時間、資格與抽籤方式。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"宿舍,住宿申請,缺口補強",中,
K01390,Campus Gap Fill Knowledge,健康中心,校園醫療,學生詢問身體不適或健康服務時，應引導至健康中心查詢可提供的服務與聯絡方式。,全校學生,根據組員缺口整理之高頻行政知識,多來源：教務處、電算中心、宿舍、健康中心、餐廳PDF,缺口補強,"健康中心,校園醫療,缺口補強",中,
K01391,RAG Retrieval Aid,圖書館,去哪裡查,若學生問「圖書館服務去哪裡查」，可引導至來源：https://www.lib.scu.edu.tw/CMS/Page/52。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://www.lib.scu.edu.tw/CMS/Page/52,檢索輔助,"圖書館,圖書館服務,去哪裡查",中,
K01392,RAG Retrieval Aid,圖書館,要找哪個單位,若學生問「圖書館服務要找哪個單位」，可引導至來源：https://www.lib.scu.edu.tw/CMS/Page/52。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://www.lib.scu.edu.tw/CMS/Page/52,檢索輔助,"圖書館,圖書館服務,要找哪個單位",中,
K01393,RAG Retrieval Aid,圖書館,怎麼確認最新資訊,若學生問「圖書館服務怎麼確認最新資訊」，可引導至來源：https://www.lib.scu.edu.tw/CMS/Page/52。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://www.lib.scu.edu.tw/CMS/Page/52,檢索輔助,"圖書館,圖書館服務,怎麼確認最新資訊",中,
K01394,RAG Retrieval Aid,宿舍,去哪裡查,若學生問「住宿服務去哪裡查」，可引導至來源：https://web-ch.scu.edu.tw/housing/web_page/2497。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/housing/web_page/2497,檢索輔助,"宿舍,住宿服務,去哪裡查",中,
K01395,RAG Retrieval Aid,宿舍,要找哪個單位,若學生問「住宿服務要找哪個單位」，可引導至來源：https://web-ch.scu.edu.tw/housing/web_page/2497。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/housing/web_page/2497,檢索輔助,"宿舍,住宿服務,要找哪個單位",中,
K01396,RAG Retrieval Aid,宿舍,怎麼確認最新資訊,若學生問「住宿服務怎麼確認最新資訊」，可引導至來源：https://web-ch.scu.edu.tw/housing/web_page/2497。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/housing/web_page/2497,檢索輔助,"宿舍,住宿服務,怎麼確認最新資訊",中,
K01397,RAG Retrieval Aid,學務處,去哪裡查,若學生問「學生事務去哪裡查」，可引導至來源：https://web-ch.scu.edu.tw/affair/web_page/15876。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/affair/web_page/15876,檢索輔助,"學務處,學生事務,去哪裡查",中,
K01398,RAG Retrieval Aid,學務處,要找哪個單位,若學生問「學生事務要找哪個單位」，可引導至來源：https://web-ch.scu.edu.tw/affair/web_page/15876。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/affair/web_page/15876,檢索輔助,"學務處,學生事務,要找哪個單位",中,
K01399,RAG Retrieval Aid,學務處,怎麼確認最新資訊,若學生問「學生事務怎麼確認最新資訊」，可引導至來源：https://web-ch.scu.edu.tw/affair/web_page/15876。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/affair/web_page/15876,檢索輔助,"學務處,學生事務,怎麼確認最新資訊",中,
K01400,RAG Retrieval Aid,健康中心,去哪裡查,若學生問「健康服務去哪裡查」，可引導至來源：https://web-ch.scu.edu.tw/hcc/web_page/149。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/hcc/web_page/149,檢索輔助,"健康中心,健康服務,去哪裡查",中,
K01401,RAG Retrieval Aid,健康中心,要找哪個單位,若學生問「健康服務要找哪個單位」，可引導至來源：https://web-ch.scu.edu.tw/hcc/web_page/149。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/hcc/web_page/149,檢索輔助,"健康中心,健康服務,要找哪個單位",中,
K01402,RAG Retrieval Aid,健康中心,怎麼確認最新資訊,若學生問「健康服務怎麼確認最新資訊」，可引導至來源：https://web-ch.scu.edu.tw/hcc/web_page/149。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/hcc/web_page/149,檢索輔助,"健康中心,健康服務,怎麼確認最新資訊",中,
K01403,RAG Retrieval Aid,校園生活,去哪裡查,若學生問「餐廳資訊去哪裡查」，可引導至來源：https://web-ch.scu.edu.tw/custody/web_page/9491。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/custody/web_page/9491,檢索輔助,"校園生活,餐廳資訊,去哪裡查",中,
K01404,RAG Retrieval Aid,校園生活,要找哪個單位,若學生問「餐廳資訊要找哪個單位」，可引導至來源：https://web-ch.scu.edu.tw/custody/web_page/9491。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/custody/web_page/9491,檢索輔助,"校園生活,餐廳資訊,要找哪個單位",中,
K01405,RAG Retrieval Aid,校園生活,怎麼確認最新資訊,若學生問「餐廳資訊怎麼確認最新資訊」，可引導至來源：https://web-ch.scu.edu.tw/custody/web_page/9491。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/custody/web_page/9491,檢索輔助,"校園生活,餐廳資訊,怎麼確認最新資訊",中,
K01406,RAG Retrieval Aid,行政程序,去哪裡查,若學生問「電算中心服務去哪裡查」，可引導至來源：https://web-ch.scu.edu.tw/admin/web_page/2125。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/admin/web_page/2125,檢索輔助,"行政程序,電算中心服務,去哪裡查",中,
K01407,RAG Retrieval Aid,行政程序,要找哪個單位,若學生問「電算中心服務要找哪個單位」，可引導至來源：https://web-ch.scu.edu.tw/admin/web_page/2125。回答時應提供查詢方向並提醒以最新公告為準。,聊天機器人/RAG,資料檢索輔助節點,https://web-ch.scu.edu.tw/admin/web_page/2125,檢索輔助,"行政程序,電算中心服務,要找哪個單位",中,
